,基金代码,基金简称
829,006692,金信消费升级股票A
830,000312,华安沪深300增强A
831,001692,南方国策动力
832,161225,国投瑞银瑞盈混合(LOF)
833,510090,建信责任ETF
834,080008,长盛战略新兴产业混合A
835,004241,中欧时代先锋股票C
836,003299,嘉实物流产业股票C
837,160314,华夏行业混合(LOF)
838,002181,华安大安全主题混合A
839,001880,长城中国智造灵活配置混合A
840,000763,工银新财富灵活配置混合
841,005660,嘉实资源精选股票A
842,160627,鹏华策略优选灵活配置混合
843,376510,上投摩根大盘蓝筹股票A
844,006003,工银医药健康股票C
845,002451,平安睿享文娱混合C
846,000835,华润元大富时中国A50指数A
847,700002,平安深证300指数增强
848,217027,招商央视财经50指数A
849,166006,中欧行业成长混合(LOF)A
850,001858,建信鑫利灵活配置混合
851,050106,博时稳定价值债券A
852,008279,国泰中证煤炭ETF联接A
853,001003,华夏债券C
854,002229,华夏经济转型股票
855,005744,长安裕隆混合C
856,006101,平安优势产业混合C
857,002189,农银汇理国企改革混合
858,000936,博时产业新动力混合A
859,510680,万家上证50ETF
860,690002,民生增强收益债券A
861,110010,易方达价值成长混合
862,005765,中欧明睿新常态混合C
863,000567,广发聚祥灵活混合
864,050006,博时稳定价值债券B
865,270025,广发行业领先混合A
866,519665,银河美丽混合C
867,001043,工银美丽城镇股票A
868,003291,信澳健康中国混合A
869,008280,国泰中证煤炭ETF联接C
870,005708,国联安远见成长混合
871,005136,华安幸福生活混合A
872,001740,光大中国制造2025混合
873,004868,交银股息优化混合
874,005928,创金合信新能源汽车股票C
875,001881,中欧新趋势混合E
876,005050,长安鑫旺价值混合C
877,530008,建信稳定增利债券C
878,580002,东吴双动力混合A
879,050201,博时价值增长贰号混合
880,519989,长信利丰债券C
881,005661,嘉实资源精选股票C
882,002537,平安安盈灵活配置混合A
883,005049,长安鑫旺价值混合A
884,001513,易方达信息产业混合
885,001102,前海开源国家比较优势混合A
886,002846,泓德泓华混合
887,006693,金信消费升级股票C
888,005760,富国周期优势混合A
889,000118,广发聚鑫债券A
890,110026,易方达创业板ETF联接A
891,485005,工银增强收益债券B
892,000845,国投瑞银信息消费混合
893,485014,工银添颐债券B
894,217203,招商安泰债券B
895,001278,前海开源清洁能源混合A
896,012404,东方中债1-5年政策性金融债C
897,519025,海富通领先成长混合
898,001864,中海魅力长三角混合
899,257040,国联安红利混合
900,000117,广发轮动配置混合
901,200016,长城稳健成长灵活配置混合
902,010837,格林泓景债券A
903,000328,上投摩根转型动力灵活配置混合A
904,470021,汇添富优选回报灵活配置混合A
905,001883,中欧新动力混合(LOF)E
906,519015,海富通精选贰号混合
907,002319,大成一带一路灵活配置混合
908,002360,前海开源清洁能源混合C
909,163001,长信医疗保健混合(LOF)A
910,161222,国投瑞银瑞利混合(LOF)A
911,519061,海富通纯债债券A
912,007579,宝盈先进制造混合C
913,004235,中欧价值智选混合C
914,501057,汇添富中证新能源汽车A
915,360013,光大信用添益债券A
916,000879,中海医药健康产业精选混合C
917,360012,光大中小盘混合
918,002291,诺安安鑫灵活配置混合
919,005962,宝盈人工智能股票A
920,350009,天治研究驱动混合A
921,005775,中加转型动力混合A
922,165517,信诚双盈债券(LOF)
923,519099,新华灵活主题混合
924,519093,新华钻石品质企业混合
925,002938,中银证券健康产业混合
926,580005,东吴进取策略混合A
927,001438,易方达瑞享混合E
928,004223,金信多策略精选灵活配置
929,169104,东方红睿满沪港深混合(LOF)
930,001782,九泰久益混合A
931,000313,华安沪深300增强C
932,002708,大摩健康产业混合A
933,164205,天弘文化新兴产业股票A
934,519644,银河智联混合
935,002418,汇添富优选回报灵活配置混合C
936,001815,华泰柏瑞激励动力混合A
937,000120,中银美丽中国混合
938,007340,南方科技创新混合A
939,161010,富国天丰强化债券(LOF)
940,000551,信诚幸福消费混合
941,515700,平安中证新能源汽车产业ETF
942,050014,博时创业成长混合A
943,003714,英大睿盛C
944,510150,招商上证消费80ETF
945,501058,汇添富中证新能源汽车C
946,001678,英大国企改革主题股票
947,007346,易方达科技创新混合
948,519915,富国消费主题混合A
949,165509,信诚增强收益债券(LOF)
950,164105,华富强化回报债券(LOF)
951,000119,广发聚鑫债券C
952,000436,易方达裕惠定开混合发起式A
953,200010,长城双动力混合A
954,519746,交银丰享收益债券A
955,519198,万家颐和灵活配置混合A
956,420102,天弘永利债券B
957,001479,中邮风格轮动灵活配置混合
958,121009,国投瑞银稳定增利债券
959,159916,建信深证基本面60ETF
960,001500,泓德远见回报混合
961,004905,华泰柏瑞生物医药混合A
962,690202,民生增强收益债券C
963,290006,泰信蓝筹精选混合
964,000690,前海开源大海洋混合
965,159806,国泰中证新能源汽车ETF
966,000056,建信消费升级混合
967,004374,华泰保兴吉年丰混合发起A
968,001695,泓德泓业混合
969,040009,华安稳定收益债券A
970,000167,广发聚优灵活配置混合A
971,000042,财通中证ESG100指数增强A
972,740001,长安宏观策略混合A
973,001480,财通成长优选混合
974,008009,华商高端装备制造股票A
975,519060,海富通纯债债券C
976,001280,银华聚利灵活配置混合A
977,003230,创金合信医疗保健股票A
978,002142,博时外延增长主题灵活配置混合
979,090016,大成消费主题混合
980,001885,中欧新蓝筹混合E
981,002624,广发优企精选混合A
982,000696,汇添富环保行业股票
983,010838,格林泓景债券C
984,000711,嘉实医疗保健股票
985,202009,南方盛元红利混合
986,005963,宝盈人工智能股票C
987,005680,财通资管价值成长混合A
988,110035,易方达双债增强债券A
989,001007,国联安鑫安灵活配置混合
990,007341,南方科技创新混合C
991,005738,长城智能产业灵活配置混合
992,003713,英大睿盛A
993,000796,宝盈睿丰创新混合C
994,005776,中加转型动力混合C
995,360014,光大信用添益债券C
996,040007,华安中小盘成长混合
997,003822,中信建投轮换混合A
998,001182,易方达安心回馈混合A
999,003624,创金合信资源股票发起式A
1000,004375,华泰保兴吉年丰混合发起C
1001,410003,华富成长趋势混合
1002,160311,华夏蓝筹混合(LOF)A
1003,270010,广发沪深300ETF联接A
1004,001040,新华策略精选股票
1005,485107,工银添利债券A
1006,180028,银华永祥灵活配置混合
1007,217011,招商安心收益债券C
1008,090010,大成中证红利指数A
1009,168101,九泰锐智事件驱动混合(LOF)
1010,040012,华安强化收益债券A
1011,000065,国富焦点驱动混合
1012,470058,汇添富可转换债券A
1013,003593,国泰景气行业灵活配置混合
1014,630005,华商动态阿尔法混合
1015,006928,长城创业板指数增强C
1016,005176,富国精准医疗混合
1017,519191,万家新利灵活配置混合
1018,001886,中欧行业成长混合(LOF)E
1019,501078,广发科创主题灵活配置混合(LOF)
1020,001844,九泰久益混合C
1021,001607,英大策略优选A
1022,002067,诺安精选回报混合
1023,004569,招商制造业混合C
1024,000121,华夏永福混合A
1025,213007,宝盈增强收益债券A/B
1026,003823,中信建投轮换混合C
1027,006299,恒越核心精选混合A
1028,540012,汇丰晋信恒生龙头指数A
1029,001790,国泰智能汽车股票A
1030,000866,华宝制造股票
1031,001705,泓德战略转型股票
1032,168501,北信瑞丰产业升级
1033,001603,易方达安盈回报混合
1034,519680,交银增利债券A/B
1035,006567,中泰星元灵活配置混合A
1036,001424,博时新起点混合A
1037,160421,华安智增精选混合
1038,001579,国泰大农业股票A
1039,000006,西部利得量化成长混合A
1040,001425,博时新起点混合C
1041,005689,中银医疗保健混合A
1042,009147,建信新能源行业股票A
1043,001357,泓德泓富混合A
1044,000884,民生加银优选股票
1045,000030,长城核心优选混合
1046,700001,平安行业先锋混合
1047,006266,永赢智能领先混合A
1048,000960,招商医药健康产业股票
1049,530010,建信上证社会责任ETF联接
1050,003293,易方达科瑞混合
1051,485111,工银瑞信双利债券A
1052,161818,银华消费主题混合A
1053,005805,华泰柏瑞医疗健康A
1054,002564,新沃通盈灵活配置混合
1055,005541,前海开源盛鑫混合A
1056,003625,创金合信资源股票发起式C
1057,002563,泓德泓汇混合
1058,001656,农银中国优势灵活配置混合
1059,002980,华夏创新前沿股票
1060,121012,国投瑞银优化增强债券A/B
1061,001272,兴业聚利灵活配置混合
1062,530015,建信深证基本面60ETF联接A
1063,006879,华安智能生活混合A
1064,000072,华安稳健回报混合A
1065,000554,中国梦灵活配置混合
1066,001651,工银新蓝筹股票A
1067,161907,万家中证红利指数(LOF)A
1068,005542,前海开源盛鑫混合C
1069,006269,永赢智能领先混合C
1070,630009,华商稳定增利债券A
1071,005342,长安裕泰混合C
1072,005352,鹏扬景泰成长混合A
1073,519767,交银科技创新灵活配置混合A
1074,519019,大成景阳领先混合
1075,000586,景顺长城中小创精选股票
1076,110036,易方达双债增强债券C
1077,007130,中庚小盘价值股票
1078,070015,嘉实多元债券A
1079,070017,嘉实量化阿尔法混合
1080,161216,国投瑞银双债债券(LOF)A
1081,005028,鹏华研究精选灵活配置混合
1082,519110,浦银安盛价值成长混合A
1083,420002,天弘永利债券A
1084,005341,长安裕泰混合A
1085,000523,国投瑞银医疗保健混合A
1086,166020,中欧成长优选混合A
1087,260115,景顺长城中小盘混合
1088,164208,天弘丰利债券(LOF)E
1089,001314,易方达新益混合I
1090,163114,申万菱信中证环保产业指数(LOF)A
1091,217017,招商上证消费80ETF联接A
1092,210005,金鹰主题优势混合
1093,006424,嘉合锦程混合A
1094,004604,富国新活力灵活配置混合A
1095,165310,建信沪深300指数增强(LOF)A
1096,001927,华夏消费升级灵活配置混合A
1097,163823,中银稳健策略混合
1098,410006,华富策略精选混合
1099,005888,华夏新兴消费混合A
1100,006551,中庚价值领航混合
1101,000916,前海开源股息率100强股票
1102,001672,国寿安保智慧生活股票
1103,202102,南方多利增强债券C
1104,001245,工银生态环境股票A
1105,162210,泰达宏利集利债券A
1106,040010,华安稳定收益债券B
1107,006527,富国优质发展混合A
1108,004008,中融鑫思路混合A
1109,000880,富国研究精选灵活配置混合A
1110,003165,鹏华弘嘉混合A类
1111,001538,上投摩根科技前沿灵活配置混合A
1112,001623,兴业国企改革混合A
1113,004183,富国产业升级混合A
1114,470059,汇添富可转换债券C
1115,519193,万家消费成长
1116,160612,鹏华丰收债券
1117,003857,前海开源周期优选混合A
1118,003434,博时鑫泽灵活配置混合A
1119,450010,国富策略回报混合
1120,161908,万家添利债券(LOF)
1121,002095,博时新收益A
1122,004605,富国新活力灵活配置混合C
1123,005353,鹏扬景泰成长混合C
1124,002259,鹏华健康环保混合
1125,001342,易方达新享混合A
1126,002881,中加丰润纯债债券A
1127,005001,交银持续成长主题混合
1128,000849,汇丰晋信双核策略混合A
1129,000603,易方达创新驱动灵活配置混合
1130,001376,泓德泓富混合C
1131,501079,大成科创主题混合(LOF)A
1132,002378,建信弘利灵活配置混合
1133,001917,招商量化精选股票A
1134,002307,银华多元视野灵活配置混合
1135,003435,博时鑫泽灵活配置混合C
1136,009067,国泰中证新能源汽车ETF联接A
1137,006051,鹏扬核心价值灵活配置A
1138,020002,国泰金龙债券A
1139,519666,银河银信添利债券B
1140,001608,英大策略优选C
1141,004640,华夏节能环保股票A
1142,485007,工银添利债券B
1143,004357,南方智慧混合
1144,002096,博时新收益C
1145,006049,恒越研究精选混合A/B
1146,001564,东方红京东大数据混合
1147,003166,鹏华弘嘉混合C类
1148,003751,万家瑞隆混合A
1149,000656,前海开源沪深300指数A
1150,233005,大摩强收益债券
1151,005161,华商上游产业股票
1152,004925,长信低碳环保行业量化股票A
1153,000073,上投摩根成长动力混合A
1154,000354,长盛城镇化主题混合
1155,001743,诺安优选回报混合
1156,040013,华安强化收益债券B
1157,161713,招商信用添利债券(LOF)A
1158,005889,华夏新兴消费混合C
1159,003858,前海开源周期优选混合C
1160,159908,博时创业板ETF
1161,671030,西部利得事件驱动股票
1162,540010,汇丰晋信科技先锋股票
1163,167002,平安鼎越混合(LOF)
1164,000314,招商瑞丰灵活配置混合发起式A
1165,009068,国泰中证新能源汽车ETF联接C
1166,001474,兴银丰盈灵活配置
1167,002547,民生加银养老服务混合
1168,519772,交银新生活力灵活配置混合
1169,004851,广发医疗保健股票A
1170,001044,嘉实新消费股票
1171,162105,金鹰持久增利债券(LOF)C
1172,001300,大成睿景灵活配置混合A
